HEADER_1;HEADER_2;HEADER_3;HEADER_4;HEADER_5;HEADER_6;HEADER_7;HEADER_8;HEADER_9;HEADER_10;HEADER_11;HEADER_12;HEADER_13;HEADER_14;HEADER_15;HEADER_16;HEADER_17;HEADER_18;HEADER_19;HEADER_20;HEADER_21;HEADER_22;HEADER_23;HEADER_24;HEADER_25;HEADER_26;HEADER_27;HEADER_28;HEADER_29;HEADER_30;HEADER_31;HEADER_32;HEADER_33;HEADER_34;HEADER_35;HEADER_36;HEADER_37;HEADER_38;HEADER_39;HEADER_40;HEADER_41;HEADER_42;HEADER_43;HEADER_44;HEADER_45;HEADER_46;HEADER_47;HEADER_48;HEADER_49;HEADER_50;HEADER_51;HEADER_52;HEADER_53;HEADER_54;HEADER_55;HEADER_56;HEADER_57;HEADER_58;HEADER_59;HEADER_60;HEADER_61;HEADER_62;HEADER_63;HEADER_64;HEADER_65;HEADER_66;HEADER_67;HEADER_68;HEADER_69;HEADER_70;HEADER_71;HEADER_72;HEADER_73;HEADER_74;HEADER_75;HEADER_76;HEADER_77;HEADER_78;HEADER_79;HEADER_80;HEADER_81;HEADER_82;HEADER_83;HEADER_84;HEADER_85;HEADER_86;HEADER_87;HEADER_88;HEADER_89;HEADER_90;HEADER_91;HEADER_92;HEADER_93;HEADER_94;HEADER_95;HEADER_96;HEADER_97;HEADER_98;HEADER_99;HEADER_100;HEADER_101;HEADER_102;HEADER_103;HEADER_104;
6548;23549;10759;1481;20437;3303;10877;8202;11880;26730;13442;9618;18248;25762;8593;5763;13407;9444;29818;25593;30118;28497;18602;12864;31373;8363;18093;2884;23197;4712;16881;5448;348;9989;25549;8667;20849;28829;1985;10504;776;9658;11520;1230;16760;22635;8491;208;19491;9111;18528;4684;7838;17040;9843;19537;25619;18155;3451;25645;14819;24720;5521;23077;1423;27661;16852;6762;25048;15152;30385;10824;26405;19412;9569;13727;21286;24827;20658;4247;21431;12829;20235;400;30983;9408;28074;26456;4857;17481;22833;4001;32202;27666;28513;20914;8693;22460;24101;16732;11091;3527;13266;3632;
15239;22623;17581;25327;7065;16505;2478;22850;12513;16159;23683;21931;14631;6408;13528;24508;4616;6252;19158;19079;3995;6422;17129;16725;9813;6843;18119;3227;27690;19850;12206;9001;13557;19716;9708;23461;19994;32014;22949;21048;7530;15685;14545;22151;10055;26257;18052;30181;16392;18173;30578;30150;27807;4038;14258;21111;13944;27057;32194;5645;30373;9122;3788;7068;23609;12139;22567;4777;12785;24802;545;22241;10010;9014;8188;28683;8110;6275;8502;20027;20417;22435;26638;5704;9755;15432;10563;4737;18983;32071;31007;7068;12556;32055;10676;3567;3609;2363;24166;7907;8806;31260;30889;9893;
12216;27547;16908;12830;4774;32261;30583;28966;18426;22023;6576;21748;24922;20164;10020;29401;11560;4645;8933;32559;5542;2928;3311;29836;31582;26653;12207;15163;3777;6885;26310;25836;27918;5403;17162;20650;1141;10815;12237;19214;893;20945;32099;32434;22435;15203;29918;18665;32579;26866;22812;18093;12988;17270;30980;11737;10448;23992;14092;18073;31305;22884;10750;6430;26850;8799;15101;9110;3428;29786;25795;11355;12560;24232;30764;1130;22077;14924;2552;19992;13378;18007;28108;7168;10902;24177;25211;31808;28470;32693;21380;17381;31815;4034;21468;11939;253;6670;13805;9930;22971;30590;25822;18805;
21372;5172;25365;31492;15985;18345;4602;8141;5099;29435;9982;19727;13180;22920;29149;1575;31577;26555;22559;23047;16387;23590;10725;29923;26407;1745;13282;31277;10690;4818;12968;15044;16776;3614;2853;7017;1415;9119;27757;16242;14856;15239;16058;19394;6070;30179;944;22008;19970;13171;3046;21479;1221;8377;9635;8007;8487;30544;10469;25001;20929;27007;1192;31921;9726;27662;12644;17023;13511;21080;11480;4718;5727;28834;25350;11777;13707;14507;10367;23066;15351;1156;10720;8301;7637;930;29853;17717;2247;32306;31997;17701;14847;25260;17766;28578;32676;20907;2779;28975;27000;7164;6851;25129;
27833;26357;13804;11700;32581;27400;9423;25845;28161;152;24854;21122;29306;28426;30811;25110;19405;12832;3123;12426;24261;10626;4971;22528;8516;26270;16529;19554;21732;3250;12726;23563;21725;30503;19827;10435;31530;6689;28970;11505;24807;20820;21646;8460;32254;4377;18022;21843;27650;11713;9870;21438;20571;11561;16702;24116;12708;22158;28558;7422;15441;29859;8506;4476;14997;32225;13219;8470;17283;5919;14871;19574;25971;9314;6994;26356;20391;23542;10309;25170;16174;4030;4118;682;13065;8392;21863;3748;11149;20772;10459;20460;30984;26615;19670;30692;23975;23499;26245;15510;1687;30505;24607;16876;
8299;11114;16490;8995;2750;1482;7040;12413;28441;31422;211;13622;16151;31624;2671;22970;24006;2568;29055;30229;30801;16085;19475;26795;20956;30092;22560;17705;1712;4968;30664;28603;2712;7187;17116;30848;26250;2236;20896;19259;31114;5482;9422;1867;16588;30864;20189;5085;27417;14561;17026;17504;15219;5477;27256;8505;32508;13261;28285;10424;6676;2308;18845;7243;28866;12294;5554;11762;11861;8949;12332;8691;12363;2666;7182;14543;6257;5897;17721;30068;19020;6488;2285;5044;22456;19409;10125;17142;8399;821;930;31020;11020;14628;21027;29189;29616;9451;8180;11875;16741;22173;20652;2063;
14626;2149;31387;11692;14926;6682;17420;6889;17960;27412;9671;24827;30310;1598;14042;21323;18204;21613;26009;27755;14304;18672;16868;32591;2092;15465;15528;2234;4868;27099;168;13558;3544;16899;18558;28104;11947;2284;21980;1187;32117;29118;28184;19740;21702;11478;32744;15262;21933;7196;22122;23647;21208;8593;32103;13970;30460;15400;15064;28639;10872;26327;16809;17424;31797;28141;446;9485;4560;11942;14644;5898;25339;29949;10985;7423;17440;27585;7742;18776;1096;21227;3099;18158;8764;28719;7476;28215;23785;28113;23947;15033;8969;7098;18742;13509;9728;18123;5731;9057;5124;6769;24729;6790;
15745;16506;6465;14732;10684;13095;24932;11746;24246;30082;12470;19970;24659;9713;28116;24740;10939;7948;23498;25650;11265;6828;216;27261;259;2884;27254;23726;31121;8053;29333;15231;10193;9180;27176;12203;32481;14127;19683;32418;17599;1160;25154;14210;23398;30720;28622;11331;9530;8576;24732;2865;2214;14804;1558;11424;22276;32257;22013;26843;6845;21721;18863;2653;4273;29388;17062;12356;20697;28673;6210;13570;27178;1190;13000;27990;30141;24452;22442;21371;25902;19158;2825;29343;4162;4955;10872;9878;17868;26026;9475;976;25553;5574;29808;31624;15082;1266;15300;4159;16618;6598;12041;11881;
22209;32387;10319;32102;9632;6564;3569;15539;22366;29877;28185;354;11803;1384;29574;26567;16163;3302;6029;3445;21780;355;13662;26473;15684;13813;25225;18564;1117;13478;12481;11327;26186;32456;15583;6554;30039;10120;12074;12885;15507;31942;4309;16995;24953;12836;6857;25500;2256;16989;24997;2482;720;31449;771;2662;646;25982;14334;30203;25722;1224;28913;21483;18574;5660;24192;6106;809;20057;3037;25288;10645;17585;28228;25738;15782;32695;3528;29051;15517;22712;11090;8303;5451;10575;2023;1256;18810;30516;12585;22925;16008;4693;30497;11991;341;22824;28475;29198;352;5951;10386;24692;
1836;12829;30062;15040;27113;6216;28171;19661;18512;9887;4253;7572;18639;30702;8848;23384;9446;21184;14100;22560;977;10612;32473;10858;26727;24723;17687;17950;13890;20321;15826;8641;4640;11954;2396;15339;8585;27135;4379;5371;28082;1721;8588;28937;28066;5597;25992;30236;31635;25545;9927;31389;14747;23118;30626;6156;10635;18694;10781;22002;31768;2024;14372;279;23352;10265;277;756;13263;9989;127;19819;17035;22447;25130;11958;26636;30277;5975;8606;2121;6648;20808;28141;31023;30987;1283;11557;17547;13097;23636;1906;16681;5627;14353;15582;18237;4090;10145;20164;1027;17794;31167;23943;
12451;31784;19068;3715;12375;20558;12931;3652;22991;26869;31649;758;28629;7634;32389;797;3373;17315;3524;25735;1983;4803;4640;30590;3832;23548;15369;578;2413;32669;28260;4278;30145;23245;18060;27737;21193;7967;26006;20600;21231;18535;24282;11938;24276;9419;28590;5981;11066;8989;25717;6935;26144;23400;20185;14175;16174;1480;29012;9301;20308;21375;1013;5727;9135;24134;13921;18462;28588;8673;4888;24737;10863;13302;10233;2520;7030;11807;6153;19275;6777;32318;31344;32011;1685;4369;10948;26345;14506;2822;28298;24551;29954;848;5114;492;8243;30010;28163;17852;15174;23483;20879;6950;
27416;11083;30728;20864;3841;7670;27419;25680;10932;1455;23996;76;10086;6374;5738;21637;12339;27997;20148;991;11709;5431;11260;19140;9494;4690;13691;11545;32224;5078;27525;16497;29618;12814;25614;26241;14014;7287;4206;3029;32689;28183;4193;16065;6875;7184;13906;12953;11920;12917;8409;804;16590;21340;3458;19535;16415;11317;18640;27167;5057;21850;24449;29929;30469;20455;29972;19909;9205;5579;25481;20288;4409;28703;2152;30289;18236;1975;25348;6031;4234;25591;26625;29856;2429;19432;11796;17909;21272;15755;22538;3252;27955;28526;24588;16630;31704;4220;10273;12339;31726;14873;29684;8186;
11028;18543;12248;2278;9936;3330;10505;32205;1769;3979;6964;4922;30481;20739;14138;23326;5063;17662;1842;18626;3708;30010;21421;4352;23797;888;28221;23219;30704;32138;1336;21356;27914;14254;25785;31847;18400;8474;18664;17341;5749;18136;9595;15834;3284;30932;1661;4914;3062;17716;28238;30256;4069;15847;21740;13679;18722;15489;11376;15917;25924;6214;3804;8957;19171;644;30995;31419;19636;32039;14121;11205;6133;8071;26077;30568;25100;7556;11620;22937;6507;17621;6505;4326;7606;25757;12881;25260;17192;21311;15299;28553;9523;1652;15464;11284;3174;29083;13039;20940;27540;7760;7253;23631;
14387;13119;12131;26317;8706;23866;29048;32187;28143;20106;2184;14540;30775;18563;28261;12573;8655;25436;26941;10159;11523;2109;28004;28699;19805;20888;19540;29569;28360;17853;21747;24514;30709;8105;18708;22255;3070;6687;19519;13057;3913;28923;12213;12746;29616;3266;16303;7467;4062;3197;30183;17288;1532;8648;13657;21625;32142;29478;29515;30146;13463;30871;29067;9350;11268;1645;28152;14007;29511;31323;27459;4305;22339;16079;30455;25544;30824;6273;4279;1854;3103;29260;5831;17402;19816;6974;23503;8854;24769;10987;18907;4727;12107;6;13989;32003;32040;3378;19735;6413;16167;26645;12300;4756;
29603;20142;14935;23214;680;5865;6;13247;26968;15473;29928;19950;13453;198;23628;2010;3776;20879;26124;10120;25898;26929;7370;8097;26664;23968;2426;13530;27364;4470;12320;6067;26162;15170;18907;18020;8888;30498;24611;19220;20050;5780;11599;10829;181;8841;26202;5549;29522;17339;20966;14046;28797;1345;20609;9928;15822;9568;14888;25860;1479;26789;13577;25492;1208;9008;27021;31442;31968;27731;14230;22951;13781;12380;20742;17917;2854;5294;23936;16759;20030;25111;2930;26207;32651;26973;12883;4320;8928;5658;27177;10357;13080;9162;15439;7585;30973;10531;20853;28641;18792;28069;16616;20447;
28329;15729;25876;12776;16680;12126;22855;25760;13133;4426;1207;32756;21662;28334;22215;16465;4135;25973;6278;8723;10783;15631;30584;20801;16584;29633;11674;16759;21655;13887;27296;547;7061;30076;25217;8948;9221;3777;9525;15504;2631;14845;9149;29062;17916;12892;1637;31619;21099;19738;14406;6344;13860;29338;19470;28123;11746;11698;7684;12157;32438;17737;22342;10461;13154;5157;13909;29195;18691;4862;16596;27311;3828;18647;17037;19707;15854;5518;15797;27870;2676;2737;12401;30587;13934;18067;21401;18137;26132;1439;14011;7644;15373;24045;23907;24692;216;22803;16793;7188;22892;24638;24492;29798;
20763;11905;12078;18493;15036;15724;11584;8907;11529;24545;23568;19732;7750;32547;23455;5026;25380;11824;32712;5242;5348;1873;1918;10576;8895;2031;22869;16887;4742;24232;26947;17179;13446;24482;11176;15666;20142;4895;14733;4016;756;4690;2601;19578;29940;9842;26026;28574;29402;24076;30002;16193;9603;3229;5151;26585;3039;26720;18063;10396;17818;14949;31011;9271;28923;21731;28164;10692;8204;17359;31524;2550;10491;27565;32199;19607;21952;2727;10049;23093;14080;20444;1793;28184;7729;31994;30158;25719;768;17935;18001;14571;22511;25500;24276;18723;4675;2796;8265;12250;26909;16547;16014;19462;
4071;14746;28143;18514;28657;15850;2541;14031;9564;16967;6461;5350;17208;11152;21268;19346;8937;28835;2466;32716;17103;3702;7644;18246;30758;612;24703;5467;30762;16068;1106;29766;31871;19904;1451;24211;1745;5733;11060;19668;1976;30710;1007;19349;27870;12166;1656;11666;23139;15301;13707;11815;4992;13083;28101;6151;22123;16371;16559;17457;12155;14170;248;1312;1933;32200;25602;21058;29094;11837;23713;18348;31706;14224;4895;19980;1900;25604;7811;32479;27702;32541;25362;6372;27467;3506;14871;6352;13532;19522;18144;19011;1368;26508;7433;25851;7639;9049;7165;2632;7097;25501;9145;14015;
29578;19390;1747;31795;4905;26676;23995;6113;28458;5714;8002;14571;32632;7779;8792;2824;28479;13305;27930;22905;1033;20610;29964;24127;39;7196;13474;4491;1106;22699;14854;3446;13458;808;4885;23026;9311;7996;15018;13568;19974;24845;27424;11044;6479;10584;31250;5142;13661;1984;8549;18363;18901;14181;22921;8019;17219;18873;10491;5876;16057;29583;3343;9015;22713;12405;24556;3889;25428;12356;24536;30373;18324;17141;15286;12407;5656;14006;18636;15716;2814;23613;17866;3825;2310;9565;20232;15009;20467;4567;26640;28011;29237;24178;15964;13163;19910;10830;2401;26584;3154;1653;11212;24886;
28314;9139;31243;11725;26394;4776;18959;29785;18409;18971;12368;19715;2018;26513;3602;9872;25345;24094;21735;3033;23055;1916;9078;23931;21890;19290;8058;21455;28575;20726;12558;23837;10721;28398;807;11276;4510;19796;28002;2653;6120;28160;11008;17369;8370;3882;814;15752;3379;7224;18058;3364;17808;8404;17892;9421;1461;29250;9793;26366;29059;752;13862;14016;13361;5199;10259;22558;12012;15074;22093;13528;31425;26773;29664;22876;16829;29007;20197;15857;13139;15818;2049;12342;6141;8355;25390;28875;18470;429;5566;22862;2632;21387;13725;7817;7250;1918;11734;745;27724;29563;23640;3378;
17469;24193;15611;6002;27981;10025;17854;18996;3623;14463;22610;22517;18593;16656;27869;3292;23199;24644;23032;1701;17972;15854;24057;10463;17675;16418;19832;8535;2822;21319;2828;4308;7204;30828;11350;11268;14760;3552;28737;26807;10872;1532;27271;2891;25283;68;2168;10343;20198;30895;21239;28397;17809;322;4549;20009;25893;14819;13314;19535;24673;31341;8688;8484;32318;25344;23547;26875;20759;18075;2806;995;26893;9196;26024;29983;1450;8294;3975;22230;2757;14741;21699;13836;15525;8366;26502;27345;1897;29803;635;16568;21926;19733;5261;907;14931;20194;23025;17469;29154;13954;1638;27168;
32432;5109;25787;25688;25759;10143;3986;3984;18433;5534;10085;9196;29625;25435;10694;16190;2716;29535;19947;24444;26654;29545;2665;24946;29738;28861;10304;22452;28241;1726;1816;19927;29735;23487;30410;19424;18154;24599;18978;11773;5221;883;1764;9331;18196;21617;22284;28632;8585;15978;8026;11650;10510;22926;24334;18495;9100;311;15601;24902;11436;9335;26004;17774;9787;1267;7900;17054;2003;22517;13502;29061;20920;32188;9032;18315;9984;17175;8673;1287;21239;24882;29649;21426;15809;12207;8708;10588;5185;15608;522;17117;10042;16596;11875;19279;17844;7481;21498;890;5794;24930;30959;32144;
13761;800;8345;16667;6083;17013;28876;27443;31149;27487;15447;7924;24446;27122;5841;23087;26129;25769;21910;608;27716;20734;8716;15840;22362;13880;299;27996;30366;4741;29756;22918;19017;5704;5856;26890;12710;10676;24149;29380;17524;28826;24053;48;23436;16511;13567;5154;3268;15602;2458;18871;7698;3613;13591;24459;13301;26009;1399;812;16144;17799;14381;28879;27928;15836;4645;15170;8433;5116;14596;20514;13844;2187;12722;3150;4916;12159;10262;29851;20513;3706;25632;26314;29420;30040;4109;22199;2124;17667;13286;27602;6976;6287;2634;4819;20470;1155;4718;22442;9708;24692;866;7093;
9557;20185;1174;31798;31678;30490;20380;32004;19441;9706;7983;19329;13594;18391;3957;11723;21800;29215;21377;29239;19062;28102;25628;29435;30891;30949;3013;554;5343;12869;29686;20966;15615;25388;6057;11473;7794;7031;16155;4804;28668;21481;26832;3524;17123;2755;17367;21297;28497;3733;8015;1345;8186;27475;29482;10413;16638;11691;26161;8874;22033;28822;30024;21275;31705;26926;8180;7941;6295;25791;15898;32579;10;27936;25354;26491;3729;1860;29115;6480;32655;16396;18008;14297;787;31583;6396;12114;22201;14717;32187;17682;26059;18064;9697;25533;13484;2181;18046;30651;7031;24345;18466;28649;
5091;18999;9189;13966;7786;19073;4522;13968;682;12333;27557;16616;28427;19474;27419;26195;15266;14082;8809;6474;21589;9051;22600;11317;3648;27865;10319;32732;27736;23214;3258;30238;5966;18389;13673;31973;3255;9635;20524;17753;18793;3231;9789;31572;29480;20371;13070;4374;17794;17635;6213;29499;17911;14878;4869;14570;861;17875;22128;9294;25731;27558;28522;1866;18965;18082;5535;24680;1983;11729;3527;17427;30869;1802;297;26119;12979;15371;28253;22277;7712;1480;5975;19147;29433;514;4257;31299;25291;18202;21992;30203;28992;27176;1978;31957;16382;11080;13966;11008;20940;15412;24325;5414;
2294;21784;31599;9191;25843;2977;20113;17287;17222;8279;19366;15331;10146;13870;16291;17578;20305;10327;8127;10697;5079;29276;8499;5159;24786;24172;32318;19091;16676;28148;3181;32507;18260;12399;2073;31710;21810;31870;14641;17923;1722;16187;21818;1644;17467;21962;17043;20614;16313;9522;8446;6306;24975;25707;15196;28328;26712;19641;18104;20746;16400;9272;4743;11256;21623;22199;3630;22739;25270;4297;18373;12771;3653;4378;18459;3660;15628;9216;28666;14910;32457;32082;15020;16237;945;25725;2493;4545;26202;26324;24067;29774;19672;1064;8668;10886;9511;2457;26807;18861;201;3755;18390;16014;
21423;18589;11346;23405;6749;10230;21087;572;11082;29792;16849;16146;14213;23225;29663;26328;16030;8552;1575;3654;31172;30445;7923;27918;555;3772;26299;342;14001;76;15083;1900;9408;7275;32229;6581;30838;11476;10314;3303;14339;20995;32630;23672;20051;29512;5449;15191;10478;29979;29997;7385;27932;10671;8788;18934;2124;12234;19266;22197;8118;13267;22156;3045;9024;18221;11487;6414;1950;16835;25667;8871;27582;25060;12449;137;11619;7762;15747;16548;12560;24213;21788;16881;24871;3477;30856;31655;10322;14952;19797;17586;27426;15209;1089;12129;17654;1930;7493;19807;3103;14827;11475;28644;
24897;29611;1629;14380;19964;4094;28694;3113;14028;24191;17404;17269;9262;22472;8726;8330;9989;64;6138;27189;23611;27957;24979;14664;21419;8235;10017;20112;24127;11379;23681;1286;1877;23295;9647;13385;15720;16500;25737;5964;28140;31105;21462;2892;6265;368;21382;15110;7468;22266;19003;2598;19019;25440;16393;21762;27943;22455;5754;22664;27207;29827;470;22133;8386;28552;10145;18889;7405;27613;1636;16247;24118;14402;2737;10080;13392;18355;30049;12674;30609;6206;30496;2925;8344;31761;9516;4599;818;30935;11097;19249;12415;12613;24409;15514;17488;3311;6458;29074;8660;4705;30000;17937;
25460;10091;25237;18840;507;11196;9262;20072;30458;8626;9648;30963;24171;22897;19074;25488;23444;21043;6597;10866;17710;17887;27538;29659;23751;4828;31618;18573;5477;30759;1140;20610;11628;22435;18826;18396;8129;29361;12405;16415;12336;21761;20723;414;5899;25000;7573;8499;4116;13938;2502;7731;20637;22905;20745;7329;10478;25846;17282;4002;21735;9560;15288;26673;16359;23955;8601;7188;16364;9659;7871;6415;3067;6097;26609;30807;29122;16093;16365;1609;3708;31804;5988;29276;3861;22332;28231;15189;15246;27366;23105;11194;20900;26139;22149;31368;29356;20963;16585;25640;10434;4609;10130;20384;
18210;21451;19891;21511;10710;24376;1808;12859;6290;32315;21160;5846;20700;28239;21971;14429;31599;4179;7367;9659;4322;19097;17505;22766;29061;20794;28963;25089;13452;18604;14201;15930;29295;30358;22848;12180;3728;29922;31880;10351;17439;6932;16281;8071;31290;4571;20021;24611;9049;17638;23581;10895;11242;9977;10455;14539;15416;31808;28845;31621;20881;7907;28409;9029;29352;29146;21920;18920;824;30211;24029;20559;31466;13682;22080;17496;889;30984;20982;25357;16916;31815;23882;2844;20484;4964;23404;13192;9870;30622;29041;15005;539;11727;8860;8489;150;15169;476;1513;32534;7362;7317;30018;
31421;13307;675;24881;30944;7933;3997;21893;14951;11805;22870;15436;15991;27650;26538;18059;22607;27644;6519;19762;23664;21143;23273;15950;10497;19569;4347;27265;3441;26440;24122;18095;21854;343;9420;30203;31414;17123;27058;12274;17180;22033;32074;22277;19597;20730;3352;21309;19779;1537;709;1322;2777;11877;21608;25885;19633;8978;10757;8855;19859;6077;31827;22528;28822;3119;4291;9884;15684;26593;30397;20156;26361;29642;27181;6193;25484;9845;16190;7942;21809;30294;15205;22639;19358;9822;32674;25596;8301;16589;26627;32018;29378;13384;1129;8348;1581;18219;3726;15102;2258;21792;327;29258;
1223;2801;13575;24759;189;5274;9637;21327;5091;29091;17759;24807;28935;25516;286;27988;11518;11082;23036;27868;17479;1809;14339;31723;9195;10482;23095;7943;14759;5576;2007;16134;20301;9005;26337;13695;13672;1938;7124;32126;287;12431;5817;23676;24924;21367;12644;6030;20269;27696;760;2268;7530;7745;3241;10581;11160;11309;9158;25249;16397;30976;15606;15703;19797;18471;31938;16241;9941;12164;12627;3837;26798;28610;6525;11541;5860;9958;7421;23824;14272;4391;23039;3066;28018;19456;11236;19522;21243;20355;3905;14771;8266;4592;1835;22949;22949;2438;26546;19317;3659;153;10667;23858;
27224;28645;11187;22681;8168;21282;1136;7236;27519;11225;18970;21790;14249;9845;29498;27674;9181;5533;13490;31781;29351;14273;254;25689;8967;31475;3257;19059;14612;13049;31843;8583;31204;30112;8033;2290;7856;4435;23621;6033;17204;20971;12880;26416;4949;1993;29749;29765;31750;1314;8224;9695;25452;1435;30967;4569;11328;13334;17632;20819;2166;17099;21763;31074;24348;18842;14993;3079;18820;24223;19717;30046;27557;7432;26026;26904;11199;3619;29789;13355;3390;10427;20884;22216;13025;23205;29087;31374;19483;20630;23854;6397;29114;28728;4884;26157;13766;14460;14154;21440;27308;31793;13111;16405;
26011;10966;11054;9662;16431;7084;27961;24373;23885;3856;15637;21194;13646;23048;8573;6880;11615;28700;5804;32345;32295;16231;18973;19791;28075;4845;17301;30213;24687;28463;8035;26141;1502;7421;15846;3083;9196;22156;3153;3273;17914;19144;19115;460;21242;27371;29466;21304;20179;13903;9824;592;19207;30848;16806;30768;19091;11670;377;11454;7447;194;22034;14814;30006;6438;19674;12005;15936;10474;13101;14417;29966;29324;22110;28599;2094;14455;1276;26620;833;19160;13652;18888;2464;10157;30007;5176;25670;24862;1790;21971;9962;15889;20426;29120;12395;18681;31505;17718;2673;16622;30550;16691;
27730;8451;12343;19569;25906;12756;10669;406;29039;22878;24720;7594;32572;7444;5209;13007;9867;2607;24108;29484;6193;30789;14614;10283;2116;23069;24467;10724;6088;4290;8787;27353;395;29910;7229;27619;3662;2601;26549;11372;5157;4490;14618;27359;1313;27869;659;18781;20779;2414;1292;10930;7987;17541;29307;23431;8587;32315;1384;23512;2445;20107;12716;23721;24196;4268;21113;17909;15306;14494;31130;22760;14893;9988;17404;16974;2199;28465;22382;12618;30703;17285;28069;17995;32314;31738;4227;28220;29958;27386;27545;32251;5896;29812;22250;8717;260;6958;32497;30352;14829;30813;19942;23408;
1614;20851;31294;22750;2792;16440;24177;10238;668;8476;32255;13280;2956;15307;23477;9906;20350;23043;1324;22324;2945;16546;30612;10860;15058;16132;16815;15770;26880;18571;1824;27758;28495;19583;18662;1913;8538;16409;5924;20194;11517;3802;4131;1370;12658;25889;20633;12113;20922;2301;14636;21098;17983;13632;11570;18733;12727;10965;11963;32509;15691;27731;31697;10313;16377;22481;4350;19206;30007;4861;13583;11100;1753;32104;29208;28831;28212;7460;8120;5762;28804;14737;25246;32391;14987;6260;17740;13754;24443;4425;19995;17055;16150;27355;13952;3945;5908;14097;10125;17516;17349;8459;8123;9941;
29687;24941;26086;20377;21530;19707;11673;20139;29858;12647;20620;3698;28589;29798;16747;2938;4582;10505;7129;13418;2729;3915;30133;1590;26472;12775;21916;14485;24141;5740;29359;3766;11296;13202;8598;8238;2412;8655;4805;11830;31453;14886;17917;22803;237;5952;22294;18901;27327;11453;2045;9284;20555;26828;11257;21784;30652;5113;22578;4200;10774;25415;32115;5221;15132;28799;20271;1096;18545;3271;7106;28553;29693;8566;31226;22866;7570;4903;28630;21555;24528;23309;30349;1559;21574;19078;32722;10359;25305;11506;24663;22733;8298;15301;17296;19788;179;6363;3257;16846;24434;17164;18714;12558;
9418;14593;6026;11799;2278;15941;10546;29180;15071;30367;16275;29130;28384;19360;19403;4283;6024;20600;4883;17068;20111;6158;31885;13009;12461;12623;27709;17064;12471;15813;20308;29995;9740;22124;15797;6730;6703;12994;21682;20120;6581;17950;12054;9029;3170;18242;7785;588;22671;22067;2415;8941;21966;13385;5106;8798;21201;17026;29633;5310;12936;14875;5881;8778;25738;21346;32643;1235;15542;20166;30686;31088;28186;5168;1311;31344;11540;23702;14902;21906;15542;6605;20594;29305;27503;4254;10568;23898;17128;22813;7504;27128;28461;14646;15504;722;8461;3465;25597;30874;28611;13432;19519;26090;
32214;12157;30133;31539;25917;28353;5561;18166;11975;31467;26917;20022;22714;28982;4117;2349;12474;1479;22255;6206;1261;61;4257;17707;28765;26249;26154;9352;18078;18944;16220;27503;25264;27310;10464;19830;23846;9454;23418;30430;28040;23864;18574;30477;31479;24121;20452;12094;8207;23849;680;6520;9746;6233;6069;31676;15170;17419;29971;23427;26766;14727;29373;17768;2673;7275;15016;15649;20760;27203;27138;27059;3011;10329;22455;20966;17261;9167;9274;15607;26799;30698;30338;2958;6370;20145;2643;7407;16004;4023;29630;5236;4316;28981;15339;4923;14049;8027;15126;14876;4441;28136;21464;2014;
28734;18425;29608;26538;14181;21022;31905;959;13922;29363;31878;12392;14246;13422;21763;811;2794;14132;14645;27204;3793;9009;9325;22610;32200;21031;11825;22607;561;8966;24452;7621;21954;11198;28008;25919;28711;15697;31904;14590;2287;28204;21178;28142;28837;7863;6221;27865;1341;11307;4224;7129;17843;17828;27083;31763;18670;6007;3074;20386;7146;16581;1935;23506;19222;18256;2558;7055;6907;32142;31680;30237;13343;3836;11048;19977;17961;9909;10426;31839;26181;25667;14501;3101;11466;4789;32142;18920;22043;22001;16527;31742;27339;16972;31360;22124;13060;4696;629;32641;31017;28413;1415;14466;
24506;32204;11224;32415;20088;10639;3793;14374;15050;22821;25774;16887;20320;2189;1341;28984;14102;30784;11234;23881;3867;26308;6879;1530;17490;2174;978;10748;24568;12744;22911;24982;1928;26435;28368;20889;13275;18542;1818;2710;25492;2168;15266;26702;19643;26963;23136;1386;20904;27914;8707;5997;15651;12628;32565;18150;2505;10601;12063;22506;14514;10772;27440;14017;31568;31754;538;15584;13466;26746;542;16919;5482;29669;22666;19980;22564;15152;2688;32232;24473;9976;27384;29264;15659;26917;29192;22935;25137;30914;6500;27186;157;12;25121;24940;24284;28872;26558;23131;8957;13018;9316;4370;
22806;8468;19053;26136;14563;18508;22308;13849;28337;7345;17099;23004;27514;6495;29155;25205;82;32304;19367;26044;18689;8149;6618;28413;10738;32294;5570;26609;25932;5303;18037;3565;2910;6572;5203;18266;19008;7886;13780;28005;24759;18654;22916;24055;14426;4393;12619;27112;27379;17756;17138;29552;14120;14746;8675;20702;10331;24780;30256;18316;30158;16184;29911;13074;23819;27478;11589;11450;31619;4318;20504;18228;27509;10790;21289;12939;10257;25515;5834;23640;31966;24045;28748;24630;1113;16769;15813;23669;31199;22881;26383;32531;25292;10118;28692;24295;21221;10169;73;29984;20467;13478;889;19182;
